title,content,option_a,option_b,option_c,option_d,option_e,correct_answer,category,difficulty,year,hint,solution_idea,explanation,tags,is_active
Python Q.013,"a,b = [int(x) for x in input().split()]
print(a+b)
若輸入為以下內容
100 45
則輸出為何？",10045,"[100,45]",145,[10045],以上皆非或執行錯誤,C,輸入輸出,medium,,,,"輸入一行字串後用 split() 依空白切開，再用 int() 轉成整數；因為等號左邊有兩個變數，右邊剛好是長度為 2 的串列，會自動解包（unpack）給 a、b，因此 a=100, b=45，a+b=145。","Python,程式識讀,輸入輸出",True
Python Q.014,"a,b = [int(x) for x in input().split()]
print(a,b)
若輸入為以下內容
100 45 25
則輸出為何？",100 45,"[100,45],25","[100,[45,25]",45 25,以上皆非或執行錯誤,E,輸入輸出,medium,,,,"輸入被切成 3 個數字，但等號左邊只有兩個變數（a, b），數量不吻合，Python 會產生 ValueError（無法解包）。","Python,程式識讀,輸入輸出",True
Python Q.015,"a = (10<3) or (4!=2+3)
b = a and (3<7<=9)
print(a,b)
輸出為何？",False True,True True,False False,True False,執行錯誤Error,B,流程控制,easy,,,,這是布林邏輯運算：a = (10<3) or (4!=2+3)，10<3 為 False，4!=5 為 True，or 運算只要有一個為真結果就是 True，因此 a=True。b = a and (3<7<=9)，a 為 True，且連鎖比較 3<7<=9（3<7 且 7<=9）也為 True，因此 b=True。,"Python,流程控制,程式識讀",True
Python Q.016,"a,b = 10<3, 4!=2+3
c = b and (a or not b)
d = (a and not b) or (not a and b)
print(c,d)
輸出為何？",False True,True True,False False,True False,執行錯誤Error,A,流程控制,easy,,,,a、b 分別是 10<3（False）與 4!=2+3（True）。c = b and (a or not b)：a or not b 為 False or False = False，因此 c = True and False = False。d = (a and not b) or (not a and b)：a and not b 為 False，not a and b 為 True and True = True，因此 d = False or True = True。,"Python,流程控制,程式識讀",True
Python Q.017,"a = str(1<3)+str(101)
print(a)
輸出為何？",1101,102,True101,False101,執行錯誤Error,C,字串,easy,,,,"str(1<3) 把布林值 True 轉成字串 ""True""，str(101) 轉成 ""101""，兩者相接得到 ""True101""。","Python,字串,程式識讀",True
Python Q.018,"a = '12'
b = '3'
print(int(a+b),int(a)+int(b))
輸出為何？",123 123,12 3,15 15,123 15,執行錯誤Error,D,字串,easy,,,,"字串相加是接接（concatenation）：a+b = ""12""+""3"" = ""123""，int(""123"")=123。而 int(a)+int(b) 是把兩者先轉成整數再相加：12+3=15。","Python,字串,程式識讀",True
Python Q.019,"a = ""fake""
b = ord(a[3])-ord(a[1])
c = a + chr(ord('f')+b)
print(c)
輸出為何？",fakek,fakej,fakk,fakj,執行錯誤Error,B,變數與運算,medium,,,,字串索引從 0 開始，a[3]-a[1] 即 ord('e')-ord('a')=4（'fake' 索引 1 是 'a'、索引 3 是 'e'）。c = a + chr(ord('f')+4) = 'fake'+'j' = 'fakej'。,"Python,程式識讀,變數與運算",True
Python Q.020,"a = bool("""")+int(1<3)
print(a)
輸出為何？",0,1,True,False1,執行錯誤Error,B,變數與運算,easy,,,,"bool("""") 因為空字串是假值（falsy）而為 False；int(1<3) 是 int(True)=1。在加法運算中 False 會被當成 0 處理，因此 a = 0+1 = 1。","Python,程式識讀,變數與運算",True
Python Q.021,"s = """"
a = s or 'notEmpty'
print(a)
輸出為何？",False,True,(輸出空字串),notEmpty,執行錯誤Error,D,流程控制,hard,,,,s 是空字串（falsy）。or 運算會回傳「第一個為真的運算元」，若全部都是假才回傳最後一個；因為 s 是假，所以 a 直接得到後面的 'notEmpty'。,"Python,流程控制,程式識讀",True
Python Q.022,"a = (3 and 'we') or 0
print(a)
輸出為何？",False,True,3,we,0,D,流程控制,hard,,,,(3 and 'we') 因為 3 為真，and 運算回傳第二個運算元 'we'；接著 'we' or 0 因為 'we' 為真，回傳第一個真值 'we'。,"Python,流程控制,程式識讀",True
Python Q.023,"s = """"
a = (s=="""") and ((1>3) or 123)
print(a+2)
輸出為何？",2,3,1232,125,執行錯誤Error,D,流程控制,hard,,,,"(s=="""") 為 True（s 是空字串）。and 運算在第一個運算元為真時回傳第二個運算元的值：(1>3) or 123，因為 1>3 為 False，or 運算回傳 123。所以整體 a=123，print(a+2) 輸出 125。","Python,流程控制,程式識讀",True
Python Q.024,"n = 2
a = 'py'*n+(n+1)*'a'
print(a)
輸出為何？",py23a,pypyaaa,0,5,執行錯誤Error,B,字串,easy,,,,字串乘以整數是重複該字串：'py'*2='pypy'，(n+1)*'a' 即 3*'a'='aaa'，兩者相接得到 'pypyaaa'。,"Python,字串,程式識讀",True
Python Q.025,"a = 'py'+2
print(a)
輸出為何？",py2,2,pypy,(輸出空字串),執行錯誤Error,E,字串,easy,,,,"字串不能直接跟整數相加（Python 不會自動把整數轉成字串），""'py'+2"" 會產生 TypeError（執行錯誤）。","Python,字串,程式識讀",True
Python Q.026,"s = ""py""
a = s*(1>3)
print(a)
輸出為何？",py,py0,False,(輸出空字串),執行錯誤Error,D,字串,medium,,,,(1>3) 為 False，在算術情境中會被當成整數 0；字串乘以 0 得到空字串。,"Python,字串,程式識讀",True
Python Q.027,"a = ''
a = 20+3.5
print(a)
輸出為何？",23.5,23.0,203.5,23,執行錯誤Error,A,變數與運算,easy,,,,第一行的指定沒有實際作用（a 馬上被下一行覆蓋）。20 是整數、3.5 是浮點數，兩者相加的結果會自動轉型成浮點數，得到 23.5。,"Python,程式識讀,變數與運算",True
Python Q.028,"a,b,c = [float(x) for x in input().split()]
r = (c+a)*b
print(r)
若輸入為以下內容
1.5 10 2.5e2
則輸出為何？",17.5,2515.0,261.5,2515,以上皆非或執行錯誤,B,輸入輸出,easy,,,,"輸入的一行字串用 split() 切開後轉成 float：a=1.5, b=10.0, c=2.5e2=250.0（科學記號表示 2.5*10^2）。r=(c+a)*b=(250.0+1.5)*10.0=2515.0（因為含有浮點數運算，輸出會帶小數點）。","Python,程式識讀,輸入輸出",True
Python Q.029,"s,w = """",5
p = [1,5,7]
if s:
      if w in p: a = 0
      else: a = 1
elif p[0]< w <p[2]:
      if w+2 not in p: a = 2
      else: a = 3
else:
      a = 4
print(a%4)
輸出為何？",1,2,3,0,執行錯誤Error,C,流程控制,easy,,,,"s 是空字串（假值），因此 if s 不成立，進入 elif；p[0]<w<p[2] 即 1<5<7 為真，w+2=7 恰好在 p=[1,5,7] 之中，因此 ""w+2 not in p"" 為假，執行 else 分支得到 a=3。print(a%4) 輸出 3。","Python,流程控制,程式識讀",True
Python Q.030,"a,s = 3,""e""
if 2<a<5:
      s += 'e'
if len(s)==2:
      a += 5
else: a = 0
print(a,s)
輸出為何？",8 e,8 ee,0 e,3 ee,執行錯誤Error,B,流程控制,easy,,,,"第一個 if 的條件 2<a<5（2<3<5）成立，s 從 ""e"" 變成 ""ee""。第二個 if 的條件 len(s)==2（len(""ee"")=2）也成立，於是 a 再加 5，變成 8。","Python,流程控制,程式識讀",True
Python Q.031,"a,s = 3,""e""
if 2<a<5:
      s += 'e'
      if len(s)==1:
            a += 5
else: a = 0
print(a,s)
輸出為何？",8 e,0 ee,0 e,3 ee,執行錯誤Error,D,流程控制,easy,,,,"第二個 if（len(s)==1）巢狀寫在第一個 if 的區塊裡面（跟原始題本的縮排位置一致）：第一個 if 的條件 2<a<5 成立，進入區塊後 s 變成 ""ee""；巢狀的 if len(s)==1 因為 len(""ee"")=2 而不成立，且這個內層 if 沒有對應的 else，所以 a 完全沒有被改變，仍是原本的 3。最終輸出 ""3 ee""。","Python,流程控制,程式識讀",True
Python Q.032,"t = 0
for i in range(10):
       if i%3 == 1:
            t += 1
print(t)

輸出為何？",0,3,4,10,執行錯誤Error,B,流程控制,easy,,,,"迴圈跑 i=0~9，符合 i%3==1 的有 i=1,4,7 共 3 次，所以 t=3。","Python,流程控制,程式識讀",True
Python Q.033,"t = 0
for i in range(100):
       if i%2 == 1:
            t += i
print(t)
輸出為何？",50,2500,2450,4950,執行錯誤Error,B,流程控制,medium,,,,"迴圈跑 i=0~99，把所有奇數（i%2==1，共 1,3,5,...,99 共 50 個）加總，等差級數總和為 (1+99)*50/2=2500。","Python,流程控制,程式識讀",True
Python Q.034,"t = 0
for i in range(100):
      if i%2 == 1:
      t += i
print(t)
輸出為何？",50,2500,2450,4950,執行錯誤Error,E,流程控制,easy,,,,"在 Python 中，if 敘述的主體必須要有縮排（或直接接在冒號之後），""t += i"" 的縮排跟 ""if i%2==1:"" 同一層，等於沒有替 if 提供主體，會產生 IndentationError（執行錯誤）。","Python,流程控制,程式識讀",True
Python Q.035,"t = 0
for i in range(10): t += i
if t%6 == 0: t += 10
else: t += t
print(t)
輸出為何？",45,55,90,110,執行錯誤Error,C,流程控制,easy,,,,for 與 if 的主體只有一行指令時可以直接寫在冒號後面：for i in range(10): t+=i 讓 t 累加成 0+1+...+9=45；接著 if t%6==0（45%6=3，不成立）改為執行 else 分支 t+=t，得到 90。,"Python,流程控制,程式識讀",True
Python Q.036,"def f(a,b,c):
      if ? :
            return True
#
此函數定義為：檢查 a 的平方加上 b 的平方是否
等於c的平方。請問程式中的?處填入下列何者可
以正確達到目的？",(a^2 + b^2) = c^2,a^2 + b^2 == c^2,a**a + b**b == c**c,a*a + b*b == c**2,以上皆非,D,變數與運算,easy,,,,判斷 a 的平方加 b 的平方是否等於 c 的平方：平方可以寫成 a*a 或 a**2；^ 在 Python 中是位元 XOR 而不是次方，所以正確寫法是 a*a + b*b == c**2。,"Python,程式識讀,變數與運算",True
Python Q.037,"def f(a):
      i = 0
      while a%10 == 0:
            i += 1
                ?
      return i
#
此函數定義為： 保證傳入的 a是一個正整數，回
傳a的結尾有幾個0(十進制)，例如10300的結
尾有2個0。請問程式中的?處應填入下列何者？",a -= 10,a//10,a //= 10,a >> 1,以上皆非,C,程式理解,medium,,,,要讓迴圈判斷 a%10==0 持續成立並逐步計算末尾 0 的個數，每次都要把 a 真正除以 10（更新 a 的值），因此要用 a //= 10（Python 的整數除法是 //，只算 a//10 而不賦值回去是沒有作用的）。,"Python,程式理解,程式識讀",True
Python Q.038,"t1 = t2 = 1
while t2 <= 10000:
          ?
print(t2)
#
費式數的定義為：f(1)=f(2)=1，對 i>2，
f(i)=f(i-1)+f(i-2)。
此程式要計算第一個大於 10000的費式數，程式
中的?處應填入下列何者？",t1 = t2; t2 = t1+t2,t2 = t1+t2; t1 = t2,t3 = t1; t2 = t2+t3; t1 = t2,"t1,t2 = t2,t1+t2",以上皆非,D,流程控制,medium,,,,"費式數列遞推時，Python 可以用元組指定 t1,t2 = t2,t1+t2 一次完成：等號右邊會先用舊的 t1、t2 計算出新的值，再同時指定給左邊，因此不會有「t1 被覆蓋後才計算 t2」的問題。","Python,流程控制,程式識讀",True
Python Q.039,"t = 0
for i in range(10):
      if not i%2:
            i += 1
      t += i
      if t == 48: break
else:
      t += 10
print(t)
輸出為何？",60,50,55,48,執行錯誤Error,A,流程控制,hard,,,,"若 i 是偶數就先讓 i 加 1（但這個修改不影響下一輪迴圈取值，Python 的 for 迴圈每次都會直接從 range 拿下一個值，不像 C 語言的迴圈變數會被外部修改影響）；因此每一輪實際累加的值是 1,1,3,3,5,5,7,7,9,9，總和為 (1+3+5+7+9)*2=50，過程中 t 從未等於 48，迴圈正常跑完（沒有 break），因此執行 for-else 的 else 部分再加 10，最終 t=60。","Python,流程控制,程式識讀",True
Python Q.040,"t = 0
while t<20:
      if t%2:
            t *= 2
      else: t += 1
print(t)
輸出為何？",0,20,30,32,執行錯誤Error,C,流程控制,medium,,,,t 為奇數時翻倍、偶數時加 1：0→1→2→3→6→7→14→15→30，到 30 時已經不小於 20，迴圈結束，t=30。,"Python,流程控制,程式識讀",True
Python Q.041,"t = 5
while t<20:
      t += t//2
      if t%3 == 0:
            break
else: t = -1
print(t)
輸出為何？",-1,5,15,20,執行錯誤Error,C,流程控制,medium,,,,t 每次加上自己整數除以 2 的值：t=5→7→10→15。15%3==0 成立，觸發 break，因此不會執行 while-else 的 else 部分，最終 t=15。,"Python,流程控制,程式識讀",True
Python Q.042,"t = 9
while t<20:
      t += t//2
      if t%3 == 0:
            break
else: t = -1
print(t)
輸出為何？",-1,9,19,28,執行錯誤Error,A,流程控制,medium,,,,t 每次加上自己整數除以 2 的值：t=9→13→19→28。28 已經不小於 20，迴圈正常結束（沒有 break），因此會執行 while-else 的 else 部分，把 t 設成 -1。,"Python,流程控制,程式識讀",True
Python Q.043,"t = 0
for i in range(10):
      for j in range(1,10,2):
            if (i+j)%5 == 0:
                  t += 1
print(t)
輸出為何？",0,5,10,50,執行錯誤Error,C,流程控制,hard,,,,"j 的可能值是 1,3,5,7,9，對 5 取餘數分別是 1,3,0,2,4，恰好涵蓋 0~4 每個餘數各一次。因此對於任何 i，恰好有一個 j 能讓 (i+j)%5==0 成立，10 個 i 值各貢獻一次，總共 t=10。","Python,流程控制,程式識讀",True
Python Q.044,"cnt = 0
for t in (9,19,29,39,49):
      for i in range(2,t):
            if t%i == 0:
                  f = False
                  break
      else: f = True
      cnt += f
#
print(cnt)
輸出為何？",0,1,2,3,以上皆非或執行錯誤 Error,C,流程控制,hard,,,,"內層迴圈搭配 for-else 在檢查 t 是否為質數（若找到因數就 break 並設 f=False，若沒 break 則執行 else 設 f=True）。依序檢查 9,19,29,39,49：19 與 29 是質數，其餘不是，因此 cnt=2。","Python,流程控制,程式識讀",True
Python Q.045,"cnt = 0
for t in (-5,-1,5,11,13,15):
      if t//5 >= 2:
            for i in range(1,6):
                  t -= i
            if t < 0:
                  t += 2
      else:
            t += 3
      cnt += (t<0)
print(cnt)
輸出為何？",1,2,3,4,以上皆非或執行錯誤 Error,B,流程控制,hard,,,,"t//5>=2 時，先讓 t 減去 1+2+3+4+5=15，若結果為負再加 2；否則直接加 3。逐一模擬 (-5,-1,5,11,13,15)：-5→+3=-2（負）；-1→+3=2（非負）；5→+3=8（非負）；11→-15=-4→+2=-2（負）；13→-15=-2→+2=0（非負）；15→-15=0（非負）。最終為負的有 -5 與 11 兩個，cnt=2。","Python,流程控制,程式識讀",True
Python Q.046,"a = [1,-1,3,5,-7,0]
print(sum(a),max(a),len(a))
輸出為何？",1 5 6,9 -7 5,17 5 6,1 -7 6,以上皆非或執行錯誤 Error,A,函式,easy,,,,sum(a)=1-1+3+5-7+0=1；max(a)=5；len(a)=6。,"Python,函式,程式識讀",True
Python Q.047,"a = [1,-1,3,5,-7,0]
x = 3
if x in a:
      x -= 4
      if x not in a:
            x += 9
else: x = 99
print(x)
輸出為何？",99,8,-1,3,以上皆非或執行錯誤 Error,C,串列,easy,,,,"x=3 在 a 中（x in a 為真），x-=4 變成 -1；-1 也在 a 中，所以 ""x not in a"" 為假，內層 if 不執行，x 維持 -1。","Python,串列,程式識讀",True
Python Q.048,"若 a=[]，b=[-1,1],c=[1,2,3]，考慮
以下指令個別執行的結果。
(1) t = sum(a)+max(b)
(2) t = max(a)+min(c)
(3) t = max(c)//sum(a+b)
(4) a = b+a+[sum(a)]

有幾個指令個別執行時會導致執行錯誤？",0,1,2,3,4,C,函式,medium,,,,"(1) sum([])=0（空 list 的總和是 0，合法），max(b)=1，t=1，不會出錯。(2) max([]) 會因為空序列而丟出 ValueError。(3) sum(a+b)=sum([-1,1])=0，max(c)//0 會因為除以 0 而丟出 ZeroDivisionError。(4) a=b+a+[sum(a)]=[-1,1]+[]+[0]=[-1,1,0]，不會出錯。因此共有 2 個指令會執行錯誤。","Python,函式,程式識讀",True
Python Q.049,"a = [2,-3,-1,6,0,3,5,6,8]
t = 0
for v in a:
      if v == 0: break
      if v%2:
            t *= 2
      else:
            v = 0
            t += 1
print(a[0],t)
輸出為何？",0 5,2 5,2 42,0 50,以上皆非或執行錯誤 Error,B,流程控制,easy,,,,"偶數時把區域變數 v 設為 0（但這只是重新綁定區域變數，不會修改 list a 裡的元素，因為整數是不可變型別），t 加 1；奇數時 t 乘以 2；遇到 0 就結束。依序處理 a=[2,-3,-1,6,0,...]：2（偶，t=1），-3（奇，t=2），-1（奇，t=4），6（偶，t=5），0 觸發 break。a[0] 從頭到尾都沒被改變，仍是 2；t=5。","Python,流程控制,程式識讀",True
Python Q.050,"a = [[2,-3],[-1,6],[-3,3],[5,6]]
t = 0
for v in a:
      if sum(v) == 0: break
      if max(v) > 3:
            t *= 3
            v = []
      else:
            v.clear()
            t += 1
print(len(a[0]),len(a[1]),t)
輸出為何？",0 0 3,0 2 3,2 2 3,0 2 12,以上皆非或執行錯誤 Error,B,流程控制,hard,,,,"p 若總和為 0 就結束；若最大值大於 3，t*=3 並把區域變數 p 重新指到一個新的空 list（不影響 a 裡對應的子 list）；否則呼叫 p.clear() 把 p 指向的那個子 list 清空（因為 p 跟 a 中對應元素指向同一個 list 物件，這個操作確實會影響 a）。處理 a[0]=[2,-3] 時進入清空分支，a[0] 被清成 []；處理 a[1]=[-1,6] 時因最大值 6>3 進入重新指向分支（不影響 a[1]），t 變成 3；處理 a[2]=[-3,3] 總和為 0，觸發 break。最終 len(a[0])=0, len(a[1])=2, t=3。","Python,流程控制,程式識讀",True
Python Q.051,"p = [True]*20
for i in range(2,20):
      if not p[i]: continue
      for m in range(i+i,20,i):
            p[m] = False
print(sum(p[2:]))
輸出為何？",8,9,10,11,執行錯誤Error,A,程式理解,medium,,,,"這是質數篩法（埃拉托斯特尼篩法）：從 2 開始，若尚未被標記為合數就是質數，並把它的所有倍數標記掉。20 以內的質數有 2,3,5,7,11,13,17,19 共 8 個。","Python,程式理解,程式識讀",True
Python Q.052,"a = [8,3,1,5,0,7,4,2]
n = len(a)
for j in range(3):
      for i in range(1,n):
            if a[i-1]>a[i]:
                  a[i-1],a[i] = a[i],a[i-1]
print(a)
輸出為何？","[0,1,2,3,4,5,7,8]","[3,1,0,4,2,5,7,8]","[1,0,3,4,5,2,7,8]","[1,0,3,4,2,5,7,8]",以上皆非或執行錯誤 Error,D,程式理解,medium,,,,"這是氣泡排序法（bubble sort）跑 3 個回合：第一回合把最大值 8 冒泡到最後；第二、三回合持續讓較大的值往後移。3 個回合後陣列變成 [1,0,3,4,2,5,7,8]。","Python,程式理解,程式識讀",True
Python Q.053,"a, b = [8,4,3,1], [0,4,5]
d = []
for v in b:
      while a and a[-1] <= v:
            d.append(a.pop())
      d.append(v)
d += a
print(d)
輸出為何？","[0,1,4,3,5,4,8]","[0,1,3,4,4,5,8]","[0,4,5,1,3,4,8]","[1,3,4,8,0,4,5]",以上皆非或執行錯誤 Error,B,程式理解,medium,,,,"這是合併兩個排序好的序列的過程：a 是遞減的（用 pop 從尾端取出最小值），b 是遞增的，依序比較兩邊較小的值放進 d，合併後得到 [0,1,3,4,4,5,8]。","Python,程式理解,程式識讀",True
